Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
398548, 11701, 11655, 11647, 11504, 11396, 11053, 11472, 12059, 14669, 11976, 11649, 11989, 11656, 11067, 11022, 10847, 10654, 10199, 10757, 10747, 10998, 10865, 11210, 11743, 14507, 13462, 12198, 11625, 11279, 11005, 11532, 11386, 11377, 11320, 11110, 10908, 11054, 10881, 11082, 11486, 12463, 12028, 13900, 13530, 11829, 11642, 11706, 11442, 11298, 11304, 11435, 11718, 11735, 11724, 11129, 12602, 12705, 12021, 11355, 10735, 10555, 10972, 10982, 11126, 11264, 11185, 10509, 10525, 10447, 10713, 11433, 12878, 11374, 13842, 13175, 11593, 11279, 11266, 11079, 10993, 11374, 10888, 11087, 11052, 11203, 11200, 11993, 13703, 13782, 13205, 12900, 11119, 11335, 11340, 11564, 11729, 11732, 11832, 11642, 11067, 11191, 11630, 11368, 12205, 12535, 11851, 10976, 11311, 10806, 11160, 10712, 10637, 10463, 10722, 10753, 10937, 10859, 10911, 11303, 11982, 14029, 13120, 12097, 11748, 10994, 10954, 11232, 11871
399564, 12084, 11916, 12935, 12723, 12664, 10913, 11143, 12165, 13590, 12752, 13152, 12721, 12540, 11537, 11513, 12381, 12276, 11097, 11251, 10400, 9770, 10489, 10678, 10970, 12504, 11932, 10624, 10967, 10778, 10628, 10914, 10836, 10828, 12692, 12435, 12196, 12277, 11388, 10777, 10999, 11552, 11991, 12359, 12158, 11227, 11125, 11158, 12038, 11990, 11001, 11072, 11255, 11264, 11284, 10955, 11762, 13095, 12720, 12314, 11359, 11262, 11489, 11492, 11573, 12522, 12416, 11064, 11071, 11029, 11897, 12290, 12312, 10212, 12813, 12450, 10948, 10778, 10769, 10667, 11612, 10946, 11583, 10731, 9919, 10820, 11563, 11276, 12212, 12253, 11939, 11772, 12091, 10957, 10959, 11082, 11172, 12051, 13036, 12031, 12486, 10990, 11228, 11786, 12244, 12424, 12685, 12107, 12289, 11398, 11592, 11346, 12266, 12170, 10358, 10403, 10504, 10461, 10513, 11448, 11122, 12243, 11111, 11145, 10957, 10621, 10600, 10751, 11101
400584, 11828, 11714, 12409, 12264, 12225, 11027, 11185, 11883, 12856, 13077, 13352, 15611, 14719, 11234, 11220, 11812, 11741, 10934, 11039, 10458, 10028, 10518, 10649, 10848, 11896, 11503, 9818, 9121, 10824, 10722, 10914, 10863, 10858, 12132, 11956, 11792, 11848, 11241, 10823, 10974, 11352, 12422, 13517, 13382, 12110, 11051, 10172, 11794, 11763, 11088, 11136, 11263, 11264, 11284, 11056, 11609, 12518, 12261, 12707, 13039, 13000, 12225, 12225, 12283, 11907, 11835, 10911, 10916, 10887, 11480, 11749, 11765, 10328, 13671, 12702, 10714, 9805, 10700, 9758, 11395, 10940, 11376, 10793, 10238, 10853, 11360, 11165, 11805, 11833, 12547, 12381, 12601, 11082, 12050, 12134, 11205, 11806, 12479, 11792, 12103, 11081, 11242, 11625, 11936, 12059, 13031, 13359, 12713, 12048, 12119, 11105, 11732, 11667, 10430, 10459, 10529, 10500, 10536, 11172, 10951, 11718, 10943, 10174, 11691, 10686, 11663, 10807, 11045
401598, 11226, 11164, 11545, 11466, 11442, 10788, 10874, 11256, 12264, 12734, 15291, 15786, 13576, 11053, 11625, 11948, 11909, 11469, 11527, 11207, 10974, 11240, 11312, 11421, 13826, 12802, 11744, 11236, 11144, 11049, 11155, 11128, 11125, 11245, 11146, 11058, 11088, 10757, 10528, 10611, 11496, 10992, 11203, 12564, 11974, 11397, 10322, 11205, 11191, 10821, 10848, 10912, 10912, 10932, 10804, 12037, 13380, 14262, 12677, 12658, 12636, 11594, 12172, 12206, 12000, 11961, 11454, 11457, 11442, 11767, 11914, 11923, 11792, 12684, 10571, 10449, 10547, 10460, 9945, 10842, 10593, 10828, 10511, 10209, 10544, 10822, 10714, 11066, 11081, 12500, 13087, 13911, 11414, 11944, 11990, 10884, 11215, 11583, 11203, 11377, 10818, 10906, 11114, 11284, 13074, 14048, 13650, 11865, 11500, 12116, 11562, 11904, 11868, 11192, 11208, 11245, 11231, 11249, 11596, 12436, 12858, 12212, 11788, 11621, 11030, 11564, 11095, 10649
402610, 10749, 10713, 10924, 10880, 10868, 10509, 10555, 10883, 12156, 10798, 13694, 12646, 12183, 10801, 11114, 11291, 11270, 11029, 11061, 10886, 10759, 10905, 10942, 11003, 14864, 12493, 13476, 12376, 11584, 11532, 11590, 11574, 11572, 11639, 11585, 11536, 11553, 11371, 11244, 11321, 12430, 11785, 11481, 12180, 11158, 10843, 10253, 10736, 10729, 10527, 10541, 10571, 10571, 10591, 10517, 12092, 12685, 11700, 13066, 12401, 11669, 11097, 11414, 11433, 11320, 11298, 11022, 11022, 11015, 11194, 12204, 12331, 12653, 13985, 11989, 12624, 11257, 11208, 10927, 11417, 11284, 11410, 11236, 11070, 11255, 11408, 12221, 11388, 12192, 13720, 11810, 12917, 10852, 11142, 11167, 10562, 10742, 10944, 10736, 10828, 10524, 10571, 9814, 11800, 13394, 12966, 12133, 11155, 11702, 11382, 11080, 11266, 11248, 10878, 10886, 10908, 10899, 10911, 11944, 12182, 14042, 12110, 13501, 12663, 11520, 11812, 11557, 11312
403623, 11367, 11347, 11463, 11438, 11432, 11235, 13095, 14066, 12894, 11703, 12075, 11526, 11273, 10515, 10687, 10784, 10772, 10641, 10658, 10563, 10493, 10571, 10595, 9785, 14908, 12818, 12848, 12246, 11093, 11065, 11095, 11087, 11086, 11123, 11094, 11067, 11075, 10975, 13706, 12757, 13807, 11960, 11068, 11451, 11591, 11417, 11095, 11359, 11355, 11244, 11253, 11264, 11264, 10261, 10216, 11625, 12909, 12389, 12454, 12090, 10991, 10678, 10852, 10861, 10800, 10786, 10637, 10637, 10632, 10731, 13995, 13271, 11572, 13046, 11314, 11659, 10912, 10886, 10733, 11001, 10932, 10998, 10902, 10812, 10912, 12019, 12465, 11596, 12301, 13139, 12667, 13299, 11423, 11583, 11594, 11264, 11363, 11472, 11359, 11410, 11243, 11264, 13483, 12023, 12468, 11598, 11245, 10709, 11008, 10832, 10668, 10769, 10760, 10557, 10563, 10571, 10571, 10571, 12133, 11321, 11495, 12103, 12862, 11683, 11057, 11218, 11079, 10942
404636, 10974, 10963, 11026, 11013, 11805, 13502, 13640, 14172, 12540, 11888, 12090, 11791, 11653, 11238, 11334, 11385, 11379, 11309, 11316, 11922, 12559, 13423, 11871, 10659, 12763, 11620, 11637, 11307, 10676, 10660, 10677, 10672, 10672, 10692, 10676, 10662, 12408, 12011, 10585, 11733, 12309, 11298, 10810, 11020, 11096, 11001, 10825, 10970, 10967, 10908, 10912, 13505, 13881, 12718, 11750, 11846, 12549, 12261, 12299, 12101, 11499, 11328, 11423, 11428, 11396, 11386, 11306, 11306, 13055, 10541, 11879, 11866, 10938, 11745, 10797, 10985, 10571, 10563, 10480, 10625, 10591, 10624, 10571, 11137, 12211, 12898, 12511, 12059, 11484, 11943, 11684, 12030, 11005, 11093, 11097, 10912, 10971, 11031, 10970, 11843, 12773, 13535, 15327, 12063, 12307, 11832, 11639, 11346, 11508, 11411, 11323, 11377, 11373, 11263, 11264, 11865, 11675, 13457, 11245, 10801, 10896, 11228, 11643, 10998, 10656, 10744, 10667, 10595
405651, 10642, 10634, 10691, 11680, 12008, 12936, 12217, 12509, 11614, 11259, 11370, 11203, 11130, 11927, 11979, 12008, 11942, 12748, 12753, 12902, 12205, 12829, 11981, 11317, 12467, 11843, 11852, 11672, 11326, 11318, 11327, 10301, 11261, 11994, 11076, 11067, 13441, 12524, 10397, 11025, 11342, 10786, 10520, 10635, 11669, 11616, 11520, 11599, 11597, 10785, 11604, 13444, 12857, 10967, 11182, 11234, 11620, 11464, 11483, 11376, 11046, 9962, 11036, 11039, 11022, 11948, 11699, 12503, 13615, 11419, 11985, 11978, 11470, 11911, 11393, 11494, 11264, 11264, 12179, 11235, 11221, 11177, 11745, 12848, 13968, 12876, 12031, 11203, 10890, 11141, 10998, 11190, 10628, 10676, 9718, 10602, 10640, 10674, 11346, 12790, 13913, 12161, 13141, 11354, 11489, 11228, 11123, 10962, 11052, 12021, 11973, 11942, 11938, 11875, 11820, 13366, 11874, 12848, 11639, 11396, 11447, 11627, 11856, 11504, 11315, 11364, 11322, 11221
406665, 11198, 10424, 10456, 10997, 11174, 11683, 11290, 12441, 12853, 12658, 11759, 10795, 10782, 11218, 11861, 11921, 11287, 11730, 11730, 11812, 11433, 11774, 11311, 10946, 11575, 10241, 11271, 11202, 11860, 13258, 12527, 10545, 11647, 12048, 11545, 11537, 12839, 12338, 11175, 11515, 12650, 13219, 12144, 10340, 10904, 11497, 11442, 11588, 10950, 10507, 10956, 11961, 11641, 10606, 10724, 10752, 10964, 12771, 11821, 10887, 12206, 10221, 12170, 11450, 10785, 11291, 11154, 11594, 12204, 11003, 11313, 11309, 11992, 11333, 11895, 11949, 11002, 11583, 12174, 11549, 12241, 11600, 11911, 12516, 13126, 12531, 12068, 11615, 10421, 10559, 11383, 11489, 12696, 12532, 11430, 11108, 10427, 10446, 10814, 11602, 12218, 11260, 11796, 10819, 11884, 11768, 10751, 11481, 10738, 10546, 9864, 11885, 11286, 11252, 11222, 12069, 11252, 11785, 11123, 10990, 10027, 11146, 11303, 11955, 11851, 12463, 13142, 12370
407680, 11613, 10196, 10212, 11383, 10459, 11394, 10640, 10692, 11638, 11531, 11039, 10512, 10506, 10744, 11094, 11129, 10782, 11023, 10063, 11099, 12471, 12821, 12438, 11466, 11087, 10358, 10919, 10883, 11244, 12010, 11609, 10523, 12151, 13300, 13024, 12029, 12686, 13623, 11424, 11787, 12405, 12718, 12129, 11143, 11451, 11775, 11745, 11824, 11475, 11234, 11480, 11036, 12527, 13339, 12518, 11189, 11305, 11594, 11073, 10564, 11285, 10199, 11264, 10872, 11498, 12676, 12601, 11967, 11344, 10010, 10856, 10941, 11315, 10956, 11262, 11292, 10774, 11093, 11416, 11073, 11451, 11101, 12295, 12564, 12843, 13368, 13752, 12517, 11187, 11264, 11715, 11771, 12432, 12341, 11740, 11563, 11191, 12161, 12213, 12644, 11802, 10576, 10340, 9805, 11110, 11045, 10489, 10887, 10481, 10375, 10003, 11110, 10782, 10763, 11648, 12142, 12514, 12103, 10944, 11490, 10240, 10853, 10939, 11296, 11238, 11572, 11945, 11524
408697, 11921, 11679, 11687, 11715, 11208, 11718, 12268, 12145, 12663, 11674, 11354, 11785, 11782, 11912, 11336, 11313, 10487, 11215, 10111, 10678, 11431, 11622, 11412, 10911, 9830, 9430, 10637, 10620, 10843, 12007, 11067, 11149, 12655, 13283, 11878, 11336, 12719, 13232, 12028, 13157, 12504, 13517, 11478, 11707, 12576, 12751, 11989, 12034, 11801, 11053, 11767, 11525, 12339, 11759, 11311, 10585, 11551, 11709, 10576, 10300, 11490, 11616, 11429, 10515, 12110, 12755, 12135, 11154, 10812, 10084, 11536, 11613, 10856, 11476, 11646, 12406, 12125, 12183, 11637, 11449, 11060, 10828, 11480, 11629, 10791, 12101, 12311, 11635, 10908, 10974, 12072, 11284, 10898, 11619, 11988, 11892, 11590, 12754, 12166, 12403, 11943, 11269, 11143, 11661, 11444, 10564, 11052, 11992, 11000, 10243, 10696, 11302, 11121, 9898, 10980, 11250, 11453, 11228, 10627, 10924, 10240, 10602, 10651, 10871, 10840, 11046, 11251, 11698
409712, 10620, 9811, 10582, 11934, 11041, 11898, 12196, 12129, 12413, 11873, 11699, 11934, 11932, 11010, 11566, 11556, 11758, 12034, 12223, 11025, 11438, 10965, 10851, 10571, 9982, 9766, 11417, 11408, 11470, 12105, 11593, 11586, 11684, 12029, 11222, 11552, 12309, 11995, 11336, 11953, 11594, 12149, 11035, 10168, 10645, 11669, 10352, 12245, 12753, 12224, 13383, 11958, 12981, 11921, 11675, 11278, 11806, 11893, 12229, 12081, 12674, 12744, 11797, 10272, 11937, 11593, 11910, 11287, 11098, 10124, 10917, 10961, 10545, 10883, 10979, 10433, 11271, 11304, 11904, 10932, 11534, 13447, 13008, 11116, 10659, 11376, 11492, 11120, 10724, 10759, 11359, 11862, 10657, 12919, 12220, 12166, 11183, 11843, 11523, 12888, 12020, 11651, 11584, 11865, 11747, 11264, 11532, 12047, 11534, 10096, 11219, 11548, 11397, 12105, 12657, 12038, 10873, 10749, 10421, 10583, 10209, 10408, 10434, 11454, 11470, 11582, 11641, 11884
410728, 10566, 10122, 10543, 12307, 10827, 12065, 13857, 13821, 12357, 11384, 11924, 12052, 11437, 10932, 11813, 11810, 11920, 12070, 12171, 12475, 11681, 11423, 12232, 11099, 10727, 10568, 11470, 12060, 11460, 11807, 10948, 10945, 10998, 11189, 10747, 11918, 12333, 11201, 13303, 13598, 12606, 11380, 10772, 10320, 10577, 11139, 10418, 11452, 11730, 12465, 13099, 11329, 12818, 12240, 10385, 11036, 12026, 12073, 12214, 12133, 13036, 12458, 11939, 11106, 12015, 11828, 10979, 10638, 11495, 12478, 11982, 12109, 11839, 12022, 10597, 10297, 11350, 10790, 11118, 10591, 10916, 11963, 12715, 11678, 11429, 11760, 10159, 9234, 11258, 11279, 11607, 11841, 10585, 11824, 11442, 11411, 10873, 11232, 11058, 11837, 11364, 12090, 13521, 12876, 11315, 11685, 11217, 11499, 11218, 11008, 11624, 11805, 11720, 12108, 13370, 12009, 11373, 12177, 10221, 10310, 10151, 10916, 10932, 12087, 11460, 10943, 10975, 11110
411740, 9590, 11787, 12018, 11489, 10680, 11355, 12337, 12315, 11515, 10984, 11279, 11349, 11012, 10737, 12149, 11246, 11306, 11413, 13413, 12311, 11875, 11736, 12179, 11558, 11354, 11264, 11762, 12084, 11756, 11945, 11474, 12345, 11446, 11898, 11237, 11896, 12123, 10734, 11885, 12045, 11502, 10830, 10500, 10252, 10392, 10700, 11205, 10901, 11052, 13596, 11899, 10209, 11768, 11450, 10436, 10794, 11335, 11359, 11438, 11394, 11888, 11571, 11286, 12607, 13802, 11900, 11025, 11472, 11941, 12313, 12042, 12109, 11963, 12062, 11284, 11119, 11696, 11388, 11566, 11341, 11514, 12572, 13799, 12596, 10857, 11040, 10165, 9659, 10765, 10778, 10958, 11085, 10397, 11076, 10868, 10709, 11991, 11394, 9771, 10615, 10971, 11370, 12152, 11801, 10944, 11148, 10890, 11046, 10891, 10777, 12044, 11324, 11223, 13093, 14317, 12670, 11706, 12147, 11078, 11127, 11040, 11457, 11468, 12100, 11756, 11472, 11491, 11427
412756, 11066, 11635, 11182, 10893, 10449, 10820, 11357, 12334, 12799, 12509, 12670, 10876, 11509, 10566, 10615, 10868, 10900, 11594, 12688, 11492, 11252, 11176, 11419, 11079, 10967, 11843, 12999, 12273, 12093, 12846, 12586, 11642, 11787, 11995, 11633, 11993, 12119, 11358, 11988, 13036, 12739, 13243, 10265, 10128, 10206, 9700, 9978, 9809, 11210, 12623, 11116, 10190, 11045, 10872, 10318, 10511, 9846, 9862, 11797, 12592, 11989, 12559, 12404, 13627, 13559, 11264, 10786, 11031, 11287, 11493, 12272, 13332, 13252, 12315, 11019, 10925, 11240, 10328, 11194, 11092, 11188, 11728, 13036, 12376, 11425, 11527, 11049, 10770, 11376, 10389, 11361, 11432, 11055, 12095, 12636, 11678, 11803, 11475, 9952, 10415, 10609, 10827, 11254, 11064, 12488, 11639, 11498, 11529, 10651, 10587, 11303, 10912, 10877, 11918, 12588, 11686, 11158, 11401, 10817, 10842, 9804, 11985, 11090, 12282, 12093, 13406, 12597, 11775
413771, 11537, 11850, 13219, 12090, 11870, 11105, 11397, 11931, 12186, 11450, 11539, 10556, 10903, 10387, 10415, 10551, 10571, 10948, 13268, 14350, 12487, 11126, 11003, 10818, 10755, 11232, 11867, 11470, 11372, 11784, 11640, 11125, 12226, 13970, 14406, 11148, 11384, 11739, 12045, 12617, 12457, 12732, 11102, 11027, 11070, 10793, 10944, 10853, 11619, 11369, 12233, 10161, 12245, 11382, 10250, 10356, 9993, 10002, 11062, 11496, 11167, 11477, 11392, 12062, 12024, 13336, 12204, 10888, 9962, 11042, 11470, 12049, 12005, 11494, 10783, 10732, 10905, 10407, 10880, 10823, 10877, 11172, 13702, 13194, 12518, 11214, 10952, 11377, 11709, 11170, 11701, 11741, 11534, 12103, 12400, 11875, 11944, 10740, 12396, 13269, 10987, 11109, 10764, 10660, 11439, 10974, 10897, 10912, 10434, 10399, 10789, 10571, 10556, 11127, 11352, 13516, 10840, 10992, 10674, 10685, 10121, 11313, 10822, 11474, 11372, 12090, 11648, 11197
414785, 13543, 12681, 12635, 11402, 11981, 11562, 11720, 12012, 12153, 11749, 11798, 11263, 11451, 11169, 10161, 10236, 11909, 11083, 12736, 13926, 11438, 10694, 10627, 10524, 10490, 10751, 11098, 10881, 10827, 11053, 11966, 12503, 14006, 12574, 12771, 10854, 10984, 11177, 11345, 11656, 11570, 11721, 10828, 10788, 10812, 10659, 9752, 10724, 12625, 14886, 12345, 11790, 12185, 11714, 11092, 11152, 10952, 10958, 11537, 11774, 11594, 11765, 11718, 12958, 12897, 12585, 11140, 10564, 10057, 10649, 10881, 11199, 11172, 10896, 10507, 10479, 10571, 10300, 10558, 10528, 11407, 13607, 13043, 11972, 11604, 10889, 10746, 10980, 11160, 10866, 11154, 11177, 11066, 11377, 13408, 13120, 12856, 12965, 12225, 13360, 11496, 11564, 11375, 11318, 11744, 11490, 11447, 11454, 11194, 11176, 10364, 10241, 9119, 11328, 12286, 11999, 10538, 10620, 10446, 10451, 10145, 10797, 10527, 10881, 10827, 11222, 11971, 12543
415797, 12210, 11693, 11669, 10993, 11311, 11080, 11168, 11326, 11404, 11181, 11208, 10912, 10119, 12554, 11589, 12475, 13499, 12226, 13129, 13102, 11744, 11337, 11300, 11243, 11225, 11368, 11558, 11439, 11410, 12405, 15380, 13912, 11614, 11485, 11594, 10544, 10617, 10722, 10813, 10983, 10936, 11021, 10531, 10509, 10521, 11172, 11575, 11825, 10819, 12897, 11507, 11203, 11422, 11164, 10823, 10856, 10746, 10750, 11067, 11196, 11097, 10201, 12103, 14139, 14105, 13191, 11581, 11264, 10989, 11312, 11439, 11614, 11596, 11447, 11234, 11218, 12225, 12678, 12924, 10320, 10824, 12751, 11743, 11157, 10956, 10565, 10485, 10614, 10712, 10550, 10709, 10722, 10661, 11729, 13446, 12770, 13303, 11847, 11442, 12065, 11043, 11082, 10978, 10947, 11177, 11041, 11018, 11022, 11810, 12499, 12690, 10298, 11152, 11684, 12208, 12051, 11250, 11294, 11201, 11204, 11035, 11393, 11244, 11439, 11410, 12498, 13565, 14341
416808, 13080, 11773, 10991, 10621, 10795, 10668, 10716, 10803, 10846, 10723, 10738, 10571, 10143, 11473, 12381, 13066, 13101, 12403, 11937, 11923, 11177, 10958, 10938, 10907, 10895, 10974, 11079, 11013, 10998, 12876, 13886, 13721, 11841, 11769, 11829, 11255, 11293, 11352, 11402, 11492, 11469, 11513, 11246, 11235, 11241, 13858, 13312, 11660, 10735, 11662, 10902, 10736, 10853, 10713, 10528, 10545, 10485, 10488, 10662, 10733, 10678, 10270, 12259, 14064, 12292, 11971, 11091, 10912, 10767, 10942, 11013, 11110, 11098, 11018, 10901, 10891, 11442, 12495, 14673, 12000, 12309, 13362, 11911, 11590, 11480, 11264, 11222, 11292, 11346, 11259, 11346, 11352, 11319, 11346, 12399, 11718, 11885, 11088, 10868, 11206, 10649, 10669, 10614, 10597, 10722, 10648, 10633, 10637, 11067, 12059, 12326, 10927, 10825, 11148, 11434, 11349, 10912, 10936, 10883, 10884, 10793, 10988, 10908, 11013, 11632, 12311, 13918, 15968
417824, 12642, 11926, 11499, 11295, 11391, 11323, 11348, 13151, 13277, 11341, 9721, 10350, 9481, 11463, 11381, 11754, 11774, 11392, 11137, 11130, 10722, 10601, 10591, 10602, 11418, 11334, 10597, 12755, 12024, 13053, 12350, 12263, 11232, 11195, 11227, 10912, 10935, 10966, 12862, 12911, 11932, 12067, 11921, 10396, 10421, 12490, 12191, 11865, 11359, 11865, 11451, 11359, 10401, 10324, 10221, 10232, 9384, 11773, 11099, 12392, 12362, 11502, 11889, 12300, 11332, 11156, 10675, 10571, 10498, 10595, 12442, 12494, 12429, 11615, 10680, 10675, 10379, 11590, 12782, 11320, 11490, 12067, 11272, 11095, 11035, 11935, 10925, 10966, 10175, 10925, 12517, 13735, 12974, 12371, 12947, 11898, 11988, 11553, 11432, 11617, 11312, 11323, 13045, 13037, 12955, 10440, 10385, 10387, 10622, 10608, 11349, 10586, 10529, 10707, 10862, 10817, 10571, 10591, 11552, 10593, 10414, 10546, 11404, 11355, 12370, 12087, 12369, 13490
418839, 12527, 11412, 11814, 11704, 11757, 11681, 11695, 12681, 12748, 11689, 10804, 11148, 10671, 13511, 13317, 10975, 11665, 11456, 10681, 11274, 11049, 10984, 10402, 10408, 10853, 10806, 10405, 12485, 13077, 12679, 11502, 12274, 12257, 11517, 10878, 11320, 11335, 10755, 11789, 11818, 11284, 11357, 11278, 10443, 10456, 12357, 12076, 12876, 12416, 12014, 11789, 11740, 11791, 11133, 11078, 11084, 10619, 11926, 11558, 12264, 13209, 13611, 12892, 11503, 10744, 11326, 11064, 10371, 10928, 10981, 11992, 11442, 11407, 10961, 10449, 10447, 10285, 10946, 14774, 13100, 11743, 11953, 11518, 11422, 10793, 11284, 10732, 10755, 10322, 10732, 11603, 12269, 12782, 14322, 12827, 10606, 10747, 11208, 11778, 11878, 11097, 11681, 12622, 12617, 12574, 11197, 11167, 11169, 11296, 10267, 11576, 11716, 11683, 11082, 11127, 11102, 10967, 10980, 10927, 10403, 10302, 10375, 10846, 10820, 10416, 12152, 11459, 12817
419853, 11609, 10998, 11219, 11156, 11188, 11146, 11153, 11693, 9837, 11909, 12905, 13186, 12107, 13044, 12772, 11491, 11867, 11753, 11329, 11654, 11532, 11493, 12137, 13013, 12327, 11278, 11663, 12802, 11656, 12121, 10901, 11321, 11312, 10908, 10557, 10800, 10806, 10490, 11057, 11070, 9821, 10902, 11677, 11835, 12586, 11515, 11360, 11801, 11549, 11327, 11203, 11177, 11203, 10846, 12770, 12772, 13364, 12185, 11309, 12354, 13330, 13547, 12539, 11780, 11364, 11683, 11537, 11160, 11465, 11492, 11024, 10722, 11303, 12018, 12407, 11773, 11508, 10597, 12688, 11773, 11031, 11145, 10908, 10853, 10511, 10781, 11380, 12382, 12091, 11357, 10385, 11425, 12345, 13187, 11773, 10557, 10633, 10886, 11199, 11253, 10827, 11146, 11659, 9765, 10766, 11577, 12560, 11763, 11835, 11103, 11819, 11896, 11876, 11549, 11573, 11561, 11486, 11492, 12338, 11987, 11932, 12492, 11136, 11118, 9565, 11833, 11454, 11619
420868, 11589, 11255, 9861, 11496, 11512, 11449, 11451, 11152, 10137, 11270, 11814, 11968, 11378, 11893, 12673, 11071, 12300, 12286, 12056, 11941, 11197, 11176, 12107, 13221, 12229, 11656, 11866, 12490, 11864, 12118, 11450, 13345, 12110, 10273, 10082, 10477, 11136, 10962, 11291, 10663, 9980, 10571, 10995, 11082, 11493, 10907, 11723, 11091, 10954, 11848, 11803, 10829, 10843, 10669, 11723, 12338, 12663, 11422, 10941, 11513, 12048, 12165, 11614, 12815, 12384, 14513, 11875, 11672, 12471, 11811, 11556, 11352, 11669, 12059, 12275, 11926, 11782, 11284, 11581, 11954, 10618, 8890, 10536, 10505, 10319, 11120, 10814, 11959, 11801, 11397, 10289, 10854, 11361, 11820, 11047, 10384, 12889, 12038, 12240, 11549, 11315, 12104, 11730, 10096, 10646, 11089, 11627, 11191, 11230, 10829, 11222, 12398, 11587, 11408, 11898, 11212, 11173, 11176, 12275, 12045, 12013, 12320, 11579, 11566, 10720, 11960, 13419, 14230
421882, 10946, 10764, 10001, 10896, 10905, 10872, 10872, 10708, 10151, 10772, 11970, 12055, 9921, 13236, 12941, 11408, 12079, 11476, 11351, 11287, 10881, 10869, 11378, 11989, 11445, 11132, 11247, 12155, 13066, 14025, 11992, 12209, 11534, 11107, 11002, 11218, 11579, 11483, 11663, 11319, 10945, 12138, 13335, 13382, 10363, 10470, 11597, 11252, 11176, 11088, 11064, 10532, 10539, 10445, 11021, 11357, 11533, 10853, 10594, 10623, 11688, 13561, 11110, 11766, 11530, 12693, 11252, 11141, 11578, 11218, 11078, 10966, 11139, 11352, 14269, 14078, 13889, 10606, 11243, 12027, 11294, 10350, 11249, 11233, 11131, 11568, 11402, 12028, 11942, 11720, 11114, 11056, 11997, 10794, 10054, 10289, 11657, 11191, 11305, 10926, 10797, 11228, 11023, 10130, 10431, 10673, 10967, 12450, 14076, 12214, 12453, 12133, 11094, 10996, 11263, 10888, 10868, 10869, 11471, 11345, 11327, 11495, 11090, 12105, 12245, 12271, 12250, 12692
422897, 11472, 11375, 11917, 12257, 11416, 10493, 10515, 10446, 10141, 11078, 11731, 11780, 10035, 11846, 11687, 10848, 11215, 10883, 10819, 10722, 13055, 11382, 11615, 11951, 11017, 10845, 10910, 11404, 11902, 12427, 11315, 11435, 11066, 11854, 12727, 12025, 11177, 10381, 10476, 11717, 11511, 12128, 12780, 12805, 11156, 11213, 11831, 11642, 11599, 11553, 12332, 10961, 11924, 12595, 12232, 10801, 10898, 10544, 10403, 10419, 11001, 12026, 10685, 11044, 10912, 12453, 11782, 11720, 10208, 10107, 10031, 10585, 11445, 11563, 13158, 12457, 12352, 10557, 10907, 11336, 10936, 10416, 11934, 10932, 12521, 13457, 13258, 11489, 11441, 11320, 11564, 11535, 12050, 11390, 10986, 11114, 11865, 11609, 12481, 11345, 9659, 10687, 9876, 10765, 10932, 11023, 11185, 11417, 12309, 11289, 11418, 11245, 10676, 10623, 10767, 10564, 10582, 12059, 12390, 11617, 10953, 11042, 10822, 11377, 11452, 11470, 11456, 11699
